Gene	HPV_positive_rates	HPV_negative_rates
ANKRD13A	9.8541e-07	6.155163e-07
ANKRD13B	1.064235e-06	1.664636e-06
ANKRD13C	0	6.403894e-07
ANKRD13D	9.709574e-07	8.001373e-07
ANKRD16	9.872952e-07	1.265483e-06
ANKRD17	0	0
ANKRD18A	1.921504e-06	7.677614e-07
ANKRD2	1.681261e-06	2.852994e-06
ANKRD20A1	6.113882e-07	9.093438e-07
ANKRD20A2	1.501256e-06	5.418609e-07
ANKRD20A3	7.128051e-07	0
ANKRD20A4	6.113882e-07	1.028922e-06
ANKRD22	5.081343e-07	1.826918e-06
ANKRD23	2.234391e-06	1.823183e-06
ANKRD24	8.869223e-07	1.526549e-06
ANKRD26	6.354241e-07	7.413223e-07
ANKRD27	1.862719e-06	1.892536e-06
ANKRD28	2.337588e-06	2.661819e-06
ANKRD29	1.627325e-06	1.460376e-06
ANKRD30A	2.503617e-06	6.914641e-06
ANKRD30B	2.036017e-06	6.086453e-07
ANKRD31	1.483963e-06	4.881759e-07
ANKRD32	2.591601e-07	1.070544e-06
ANKRD33	3.330749e-07	7.783396e-07
ANKRD33B	1.932659e-06	1.91209e-06
ANKRD34A	0	3.486258e-07
ANKRD34B	5.17811e-07	2.059763e-06
ANKRD34C	1.932264e-06	1.911699e-06
ANKRD35	0	4.563542e-07
ANKRD36	1.479645e-06	4.762231e-07
ANKRD36B	1.233811e-06	0
ANKRD37	5.823306e-07	1.076683e-06
ANKRD39	1.506915e-06	1.383288e-06
ANKRD40	1.083874e-06	1.658256e-06
ANKRD42	1.586479e-06	1.658592e-06
ANKRD43	1.928048e-06	1.907528e-06
ANKRD44	4.854462e-07	2.249641e-06
ANKRD45	2.898164e-06	2.364799e-06
ANKRD46	1.035715e-06	9.90359e-07
ANKRD49	1.911324e-06	1.963391e-06
ANKRD5	5.223273e-07	2.957363e-06
ANKRD50	1.382e-06	6.861504e-07
ANKRD52	2.875603e-07	7.708308e-07
ANKRD53	1.278449e-06	2.073298e-06
ANKRD54	9.891652e-07	1.05935e-06
ANKRD55	1.875703e-06	3.016728e-07
ANKRD56	1.921317e-06	7.648482e-07
ANKRD57	1.931389e-06	1.910833e-06
ANKRD58	1.938865e-06	1.918229e-06
ANKRD6	1.370395e-06	1.396831e-06
ANKRD7	1.761425e-06	4.350279e-06
ANKRD9	1.199076e-06	1.284155e-06
ANKS1A	1.151064e-06	6.164289e-07
ANKS1B	1.74108e-06	4.150106e-06
ANKS3	1.978572e-06	1.210833e-06
ANKS4B	1.256742e-06	1.730459e-06
ANKS6	1.104862e-06	1.430974e-06
ANKZF1	1.60643e-06	1.123534e-06
ANLN	7.262536e-07	8.845423e-07
ANO1	2.306441e-07	2.309415e-06
ANO10	1.826025e-06	1.761622e-06
ANO2	1.07527e-06	3.85251e-06
ANO3	2.555348e-06	2.545689e-06
ANO4	1.782439e-06	3.141721e-06
ANO5	1.869701e-06	5.479453e-06
ANO6	0	2.866898e-07
ANO7	1.316506e-06	1.582526e-06
ANO8	1.093339e-06	1.939254e-06
ANO9	2.852623e-07	1.35294e-06
ANP32A	3.409017e-07	1.401577e-06
ANP32B	5.32225e-07	1.698936e-06
ANP32C	0	3.529656e-07
ANP32D	1.290286e-06	2.250419e-06
ANP32E	1.284819e-06	9.828435e-07
ANPEP	6.633598e-07	2.232772e-06
ANTXR1	0	1.784851e-06
ANTXR2	7.63862e-07	2.571048e-06
ANUBL1	1.927074e-06	8.657926e-07
ANXA1	3.425292e-07	1.339917e-06
ANXA10	4.731787e-07	1.990813e-06
ANXA11	1.031109e-06	1.962249e-06
ANXA13	1.086821e-06	2.892962e-06
ANXA2	1.076888e-06	1.97708e-06
ANXA3	6.989849e-07	1.336751e-06
ANXA4	5.693368e-07	1.567885e-06
ANXA5	2.22262e-06	9.602005e-07
ANXA6	7.090735e-07	1.905828e-06
ANXA7	3.352554e-07	1.112284e-06
ANXA8	6.113882e-07	9.093438e-07
ANXA8L1	6.113882e-07	1.028922e-06
ANXA8L2	6.113882e-07	1.028922e-06
ANXA9	2.700066e-06	1.917343e-06
AOAH	1.480035e-06	2.679488e-06
AOC2	1.375187e-06	1.118716e-06
AOC3	1.487901e-06	1.01571e-06
AOX1	7.314216e-07	2.014807e-06
AP1AR	3.04604e-07	1.817493e-06
AP1B1	1.067449e-06	0
AP1G1	1.204217e-06	7.055457e-07
AP1G2	2.570731e-07	9.735225e-07
AP1M1	1.571769e-06	1.341487e-06
AP1M2	1.115033e-06	2.017305e-06
AP1S1	1.40401e-06	1.374747e-06
AP1S2	1.222192e-06	1.121924e-06
AP1S3	1.747483e-06	1.470443e-06
AP2A1	2.398867e-06	9.542277e-07
AP2A2	8.200815e-07	1.150385e-06
AP2B1	1.015574e-06	1.165321e-06
AP2M1	1.060937e-06	1.89369e-06
AP2S1	9.62249e-07	1.079596e-06
AP3B1	7.228907e-07	1.041656e-06
AP3B2	1.632802e-06	1.384007e-06
AP3D1	2.170827e-06	5.159323e-06
AP3M1	2.747546e-06	2.059745e-06
AP3M2	2.300965e-06	1.447244e-06
AP3S1	1.237287e-06	2.145362e-06
AP3S2	4.847237e-07	2.002307e-06
AP4B1	1.497753e-06	5.183018e-07
AP4E1	0	1.308739e-06
AP4M1	1.736075e-06	1.283772e-06
AP4S1	1.935895e-06	2.007436e-06
APAF1	7.077577e-07	1.379201e-06
APBA1	0	2.995268e-06
APBA2	3.622283e-06	3.056362e-06
APBA3	1.317643e-06	1.451616e-06
APBB1	7.961593e-07	2.557949e-06
APBB1IP	1.118376e-06	2.224353e-06
APBB2	1.14618e-06	1.395365e-06
APBB3	8.823729e-07	2.576253e-06
APC	0	1.185085e-06
APC2	5.344034e-07	8.183913e-07
APCDD1	1.227846e-06	2.091451e-06
APCDD1L	9.333905e-07	0
APCS	1.755603e-06	2.954551e-06
APEH	1.819849e-06	1.057197e-06
APEX1	1.382764e-06	1.128287e-06
APEX2	2.55293e-06	8.16082e-07
APH1A	1.014295e-06	2.356161e-06
APH1B	1.611067e-06	1.602136e-06
API5	2.150579e-06	1.343001e-06
APIP	9.47502e-07	1.848259e-06
APITD1	1.254947e-06	1.439989e-06
APLF	1.638093e-06	2.172017e-06
APLN	6.082875e-07	1.442491e-06
APLNR	1.079796e-06	2.230222e-06
APLP1	4.526581e-07	1.731342e-06
APLP2	1.961661e-06	1.712317e-06
APOA1	9.655613e-07	1.969659e-06
APOA1BP	2.134583e-06	1.14302e-06
APOA2	1.821041e-06	2.043119e-06
APOA4	4.934291e-07	1.811793e-06
APOA5	6.957635e-06	2.072133e-06
APOB	0	3.203827e-06
APOB48R	1.91204e-06	6.43067e-07
APOBEC1	1.06269e-06	2.601352e-06
APOBEC2	1.465276e-06	2.152104e-06
APOBEC3A	2.674927e-06	2.014963e-06
APOBEC3B	1.218467e-06	1.39813e-06
APOBEC3C	1.370629e-06	1.761455e-06
APOBEC3D	1.218104e-06	1.341805e-06
APOBEC3F	1.028292e-06	2.005854e-06
APOBEC3G	1.101817e-06	1.390708e-06
APOBEC3H	3.80587e-06	1.002969e-06
APOBEC4	0	3.513771e-07
APOC1	7.816738e-07	1.714136e-06
APOC2	1.659666e-06	2.200621e-06
APOC3	1.222089e-06	1.869715e-06
APOC4	1.659666e-06	2.200621e-06
APOD	2.103041e-06	1.644506e-06
APOE	1.01104e-06	1.701506e-06
APOF	3.820921e-06	1.970255e-06
APOH	1.509002e-06	4.961501e-06
APOL1	7.031563e-07	1.792971e-06
APOL2	1.371303e-06	1.594482e-06
APOL3	2.430447e-06	2.040768e-06
APOL4	1.390833e-06	1.484204e-06
APOL5	1.477747e-06	2.713025e-06
APOL6	1.207991e-06	1.626369e-06
APOLD1	1.25041e-06	2.66324e-06
APOM	1.100103e-06	1.725161e-06
APOO	1.69059e-06	1.500165e-06
APOOL	1.203817e-06	2.440332e-06
APP	2.095843e-06	2.011957e-06
APPBP2	9.868415e-07	1.358822e-06
APPL1	1.91472e-06	1.42808e-06
APPL2	1.380394e-06	0
APRT	1.120187e-06	5.322724e-06
APTX	2.694471e-07	8.056706e-07
AQP1	1.125192e-06	1.592359e-06
AQP10	2.299058e-06	2.149526e-06
AQP11	2.029513e-06	1.90737e-06
AQP12A	1.432539e-06	1.643767e-06
AQP12B	1.432539e-06	1.643767e-06
AQP2	1.854094e-06	1.524694e-06
AQP3	6.313275e-07	1.126871e-06
AQP4	1.027764e-06	3.566304e-06
AQP5	1.633354e-06	1.665949e-06
AQP6	1.910461e-06	1.497975e-06
AQP7	1.514948e-06	1.58381e-06
AQP8	1.179255e-06	2.029705e-06
AQP9	1.481101e-06	2.537993e-06
AQPEP	1.401383e-06	2.035973e-06
AQR	6.016836e-07	6.904019e-07
AR	7.713562e-07	0
ARAF	1.538427e-06	1.054156e-06
ARAP1	1.378319e-06	5.685372e-07
ARAP2	7.666366e-07	4.468551e-07
ARAP3	5.927992e-07	6.57171e-07
ARC	1.974336e-06	2.114422e-06
ARCN1	5.72508e-07	5.830384e-07
AREG	2.319549e-06	2.064731e-06
ARF1	2.41134e-06	2.397973e-06
ARF3	2.592911e-06	1.685967e-06
ARF4	1.047215e-06	3.339903e-06
ARF5	3.265605e-06	2.051825e-06
ARF6	1.304972e-06	1.157981e-06
ARFGAP1	1.627394e-06	1.369392e-06
ARFGAP2	7.376949e-07	0
ARFGAP3	2.106467e-06	1.407707e-06
ARFGEF1	0	1.997923e-06
ARFGEF2	2.836155e-06	1.178453e-06
ARFIP1	1.722014e-06	1.492921e-06
ARFIP2	6.001513e-07	1.698654e-06
ARFRP1	2.001946e-06	1.37828e-06
ARG1	2.101998e-06	3.13552e-06
ARG2	1.283632e-06	1.402765e-06
ARGFX	1.838404e-06	1.875091e-06
ARGLU1	5.783337e-07	1.327218e-06
ARHGAP1	1.37908e-06	6.644576e-07
ARHGAP10	7.914492e-07	1.376632e-06
ARHGAP11A	0	2.652267e-06
ARHGAP11B	2.024882e-06	2.581612e-06
ARHGAP12	1.63406e-06	1.899996e-06
ARHGAP15	9.79207e-07	2.548881e-06
ARHGAP17	9.086746e-07	3.244921e-06
ARHGAP18	1.426136e-06	1.690968e-06
ARHGAP19	1.281252e-06	1.685798e-06
ARHGAP20	1.226744e-06	0
ARHGAP21	0	5.997281e-07
ARHGAP22	0	3.81694e-07
ARHGAP23	1.493636e-06	1.033945e-06
ARHGAP24	9.361639e-07	2.2395e-06
ARHGAP25	7.80201e-07	0
ARHGAP26	1.761394e-06	2.172497e-06
ARHGAP27	1.021768e-06	1.521613e-06
ARHGAP28	2.617485e-06	3.564075e-06
ARHGAP29	1.018465e-06	1.502869e-06
ARHGAP30	1.125389e-06	2.431476e-06
ARHGAP31	5.520103e-07	4.201411e-06
ARHGAP32	9.147444e-07	2.821499e-06
ARHGAP33	1.20582e-06	0
ARHGAP36	1.120499e-06	2.331432e-06
ARHGAP39	1.639266e-06	1.872572e-06
ARHGAP4	1.138607e-06	1.916192e-06
ARHGAP40	1.927279e-06	1.926424e-06
ARHGAP42	1.923442e-06	7.993132e-07
ARHGAP5	2.188808e-07	1.932115e-06
ARHGAP6	8.798952e-07	1.79305e-06
ARHGAP8	6.113882e-07	1.028922e-06
ARHGAP9	6.188724e-07	1.00066e-06
ARHGDIA	8.294845e-07	1.776679e-06
ARHGDIB	1.083489e-06	2.082678e-06
ARHGDIG	1.660173e-06	1.8203e-06
ARHGEF1	1.037735e-06	1.515204e-06
ARHGEF10	1.539326e-06	4.614558e-06
ARHGEF10L	1.083004e-06	8.248865e-07
ARHGEF11	1.765256e-06	1.381492e-06
ARHGEF12	9.606916e-07	1.692161e-06
ARHGEF15	0	2.062308e-06
ARHGEF16	5.347485e-07	2.127829e-06
ARHGEF17	1.36144e-06	1.418615e-06
ARHGEF18	0	1.797564e-06
ARHGEF19	1.528368e-06	1.169151e-06
ARHGEF2	1.728126e-06	1.990614e-06
ARHGEF3	1.990945e-06	1.556851e-06
ARHGEF33	1.922456e-06	7.829431e-07
ARHGEF35	6.113882e-07	1.320867e-06
ARHGEF37	2.363463e-06	1.552728e-06
ARHGEF38	7.577118e-07	2.550347e-06
ARHGEF4	5.741182e-07	1.510498e-06
ARHGEF5	0	2.635871e-07
ARHGEF6	9.140233e-07	1.643114e-06
ARHGEF7	2.51196e-07	8.855012e-07
ARHGEF9	1.729799e-06	2.993311e-06
ARID1A	1.942468e-06	2.23405e-06
ARID1B	2.928894e-07	1.403351e-06
ARID2	1.935279e-06	1.522722e-06
ARID3A	8.543073e-07	1.019798e-06
ARID3B	2.437723e-06	1.448099e-06
ARID3C	6.330925e-07	2.130897e-06
ARID4A	2.507137e-07	1.614045e-06
ARID4B	7.029403e-07	7.210715e-07
ARID5A	2.96704e-06	1.588781e-06
ARID5B	2.064243e-06	1.317936e-06
ARIH1	5.870126e-07	0
ARIH2	1.466284e-06	1.390857e-06
ARL1	1.84899e-07	7.072079e-07
ARL10	1.956464e-06	1.833372e-06
ARL11	1.398321e-06	1.454749e-06
ARL13A	1.118285e-06	1.368722e-06
ARL13B	3.421653e-07	9.770558e-07
ARL14	1.790555e-06	2.958365e-06
ARL15	1.805726e-06	2.604775e-06
ARL16	1.147441e-06	2.10661e-06
ARL17A	6.113882e-07	1.028922e-06
ARL17B	1.761119e-06	2.27099e-06
ARL2	1.129819e-06	1.642121e-06
ARL2BP	6.034624e-07	1.477212e-06
ARL3	2.417922e-06	1.84963e-06
ARL4A	8.525525e-07	2.478262e-06
ARL4C	2.218596e-07	1.982383e-06
ARL4D	0	3.205779e-07
ARL5A	2.368058e-07	1.557878e-06
ARL5B	1.20567e-06	1.752365e-06
ARL5C	1.94612e-06	1.925407e-06
ARL6	1.186336e-06	2.722522e-06
ARL6IP1	3.424806e-07	1.205137e-06
ARL6IP4	1.358781e-06	2.432029e-06
ARL6IP5	7.193148e-07	1.59573e-06
ARL6IP6	7.94225e-07	1.579645e-06
ARL8A	4.41509e-07	1.114541e-06
ARL8B	0	1.600126e-06
ARL9	1.530483e-06	1.966891e-06
ARMC1	1.525168e-06	1.913392e-06
ARMC10	2.7464e-07	1.596688e-06
ARMC2	1.975566e-06	1.871339e-06
ARMC3	2.833549e-07	2.167571e-06
ARMC4	1.425975e-06	2.490099e-06
ARMC5	1.450697e-06	1.573825e-06
ARMC6	1.180608e-06	0
ARMC7	1.911594e-06	1.645094e-06
ARMC8	6.139176e-07	1.516296e-06
ARMC9	1.667723e-06	1.275753e-06
ARMCX1	1.716067e-06	8.630965e-07
ARMCX2	2.995485e-07	1.329039e-06
ARMCX3	1.796389e-06	9.261883e-07
ARMCX5	1.454428e-06	1.430472e-06
ARMCX6	2.134112e-06	1.885594e-06
ARMS2	1.19174e-06	1.750352e-06
ARNT	6.687317e-07	1.585828e-06
ARNT2	2.019114e-06	1.88779e-06
ARNTL	5.469789e-07	1.255262e-06
ARNTL2	8.125107e-07	1.781759e-06
ARPC1A	1.065435e-06	1.738714e-06
ARPC1B	3.517061e-07	5.14215e-06
ARPC2	8.337314e-07	2.74244e-06
ARPC3	1.894787e-06	1.811811e-06
ARPC4	8.211192e-07	1.214382e-06
ARPC5	0	1.603946e-06
ARPC5L	3.539826e-07	1.299767e-06
ARPM1	2.501482e-06	2.943931e-06
ARPP19	7.971812e-07	1.402579e-06
ARPP21	2.12573e-06	3.042948e-06
ARR3	7.135655e-07	1.018927e-06
ARRB1	7.029289e-07	1.684847e-06
ARRB2	1.379255e-06	1.37161e-06
ARRDC1	2.292722e-06	1.380818e-06
ARRDC2	6.726112e-07	1.749386e-06
ARRDC3	1.301526e-06	1.792124e-06
ARRDC4	1.94095e-06	2.881475e-06
ARRDC5	3.147488e-06	1.663518e-06
ARSA	1.236942e-06	1.561563e-06
ARSB	1.233933e-06	1.510269e-06
ARSD	5.534754e-07	2.525143e-06
ARSE	1.190272e-06	2.088395e-06
ARSF	3.308848e-06	2.188408e-06
ARSG	9.829427e-07	2.067776e-06
ARSH	2.042204e-06	1.691688e-06
ARSI	1.38294e-06	1.939489e-06
ARSJ	9.809413e-07	2.052268e-06
ARSK	4.893886e-07	1.502232e-06
ART1	1.476693e-06	4.976472e-06
ART3	1.554083e-06	6.299133e-06
ART4	1.720004e-06	2.763066e-06
ART5	0	1.989357e-06
ARTN	6.439221e-07	1.748828e-06
ARV1	7.906899e-07	1.87504e-06
ARVCF	8.150238e-07	1.000584e-06
ARX	1.784414e-06	2.37903e-06
AS3MT	2.338673e-06	1.590228e-06
ASAH1	6.247011e-07	1.917246e-06
ASAH2	1.025945e-06	0
ASAH2B	1.777707e-06	1.677193e-06
ASAM	1.938225e-06	1.917596e-06
ASAP1	1.174096e-06	1.963946e-06
ASAP2	0	1.055001e-06
ASAP3	2.507961e-06	1.18092e-06
ASB1	1.37242e-05	2.084395e-06
ASB10	0	1.896705e-06
ASB11	3.143219e-07	1.61272e-06
ASB12	2.60053e-06	3.211329e-06
ASB13	8.496328e-07	1.38654e-06
ASB14	1.424886e-06	5.618146e-07
ASB15	2.799766e-06	3.712328e-06
ASB16	3.302642e-06	1.127168e-06
ASB17	1.657343e-06	3.368758e-06
ASB18	9.745484e-07	2.53469e-06
ASB2	2.312145e-06	0
ASB3	0	3.49698e-07
ASB4	1.122208e-06	3.266599e-06
ASB5	1.353805e-06	2.361204e-06
ASB6	1.049116e-06	1.203809e-06
ASB7	1.536016e-06	1.443573e-06
ASB8	1.931337e-06	1.95466e-06
ASB9	8.075757e-07	1.336973e-06
ASCC1	5.520734e-07	1.309185e-06
ASCC2	9.732886e-07	9.092864e-07
ASCC3	8.351728e-07	0
ASCL1	6.732674e-07	7.681967e-06
ASCL2	1.943406e-06	1.922722e-06
ASCL3	2.681406e-06	2.200363e-06
ASCL4	1.050599e-06	2.233675e-06
ASF1A	9.762717e-07	1.344268e-06
ASF1B	6.077518e-07	1.580694e-06
ASGR1	9.401112e-07	2.205405e-06
ASGR2	7.686832e-07	1.72485e-06
ASH1L	5.489264e-07	9.849537e-07
ASH2L	1.274172e-06	1.163934e-06
ASIP	1.168087e-06	1.340322e-06
ASL	8.147336e-07	2.039079e-06
ASMT	0	3.892267e-06
ASMTL	0	3.826281e-07
ASNA1	1.713063e-06	2.695754e-06
ASNS	0	2.419797e-07
ASNSD1	9.704536e-07	2.227094e-06
ASPA	1.462496e-06	2.439268e-06
ASPDH	1.833907e-06	2.431655e-06
ASPG	1.199855e-06	2.156946e-06
ASPH	6.762361e-07	1.386026e-06
ASPHD1	0	3.502393e-07
ASPHD2	2.842518e-06	2.473416e-06
ASPM	0	1.405625e-06
ASPN	0	3.513882e-07
ASPRV1	8.923743e-07	1.592819e-06
ASPSCR1	1.709091e-06	1.389208e-06
ASRGL1	6.143601e-06	1.53729e-06
ASS1	1.273137e-06	1.469734e-06
ASTE1	8.983715e-07	1.681506e-06
ASTL	2.222065e-06	1.22386e-06
ASTN1	2.176187e-06	4.561308e-06
ASTN2	2.172371e-06	3.330661e-06
ASXL1	2.53178e-06	1.444962e-06
ASXL2	9.216378e-07	1.34723e-06
ASXL3	0	2.447886e-06
ASZ1	7.043866e-06	8.290632e-07
ATAD1	1.956409e-06	1.19727e-06
ATAD2	1.265433e-06	8.363994e-07
ATAD2B	1.256328e-06	1.843535e-06
ATAD3A	2.338631e-06	1.550445e-06
ATAD3B	4.294595e-07	1.795162e-06
ATAD3C	1.80303e-06	9.077973e-07
ATAD5	1.256579e-06	1.264497e-06
ATCAY	6.273648e-07	1.871661e-06
ATE1	1.545015e-06	1.694035e-06
ATF1	5.852111e-06	1.416635e-06
ATF2	5.371168e-07	1.643506e-06
ATF3	1.293168e-06	3.262127e-06
ATF4	1.920428e-06	2.645937e-06
ATF5	1.358068e-06	9.245149e-07
ATF6	1.432621e-06	1.534271e-06
ATF6B	8.663079e-07	9.946801e-07
ATF7	1.823643e-06	1.864804e-06
ATF7IP	4.455196e-07	4.982685e-07
ATF7IP2	1.823119e-06	1.777945e-06
ATG10	1.927448e-06	2.870052e-06
ATG12	0	3.591284e-07
ATG16L1	1.85626e-06	1.227835e-06
ATG16L2	8.127385e-07	1.505036e-06
ATG2A	2.984136e-06	1.347354e-06
ATG2B	1.742476e-06	1.950787e-06
ATG3	1.330129e-06	1.221005e-06
ATG4A	1.179159e-06	1.758935e-06
ATG4B	6.634661e-07	1.522589e-06
ATG4C	1.862493e-06	1.945239e-06
ATG4D	1.392084e-06	4.60338e-06
ATG5	1.667981e-06	1.378026e-06
ATG7	1.636744e-06	0
ATG9A	1.194884e-06	7.243695e-07
ATG9B	1.893982e-06	1.286507e-06
ATHL1	8.028782e-07	1.71969e-06
ATIC	1.638006e-06	6.963866e-07
ATL1	2.071607e-06	1.314927e-06
ATL2	6.872295e-07	1.507029e-06
ATL3	1.752396e-06	1.032001e-06
ATM	2.287366e-06	6.559074e-07
ATMIN	4.992337e-07	1.489399e-06
ATN1	1.592485e-06	1.60709e-06
ATOH1	1.591861e-06	2.556989e-06
ATOH7	2.845622e-06	2.340067e-06
ATOH8	2.700178e-06	7.344164e-07
ATOX1	1.252615e-06	1.437313e-06
ATP10A	1.331775e-06	6.697896e-06
ATP10B	9.782486e-07	2.207567e-06
ATP10D	0	1.290626e-06
ATP11A	1.21485e-06	1.765707e-06
ATP11B	0	2.491178e-06
ATP11C	5.953072e-07	2.522879e-06
ATP12A	2.075236e-06	2.177733e-06
ATP13A1	7.687648e-07	1.474592e-06
ATP13A2	5.076182e-07	0
ATP13A3	1.52939e-06	1.520912e-06
ATP13A4	2.742935e-06	1.884878e-06
ATP13A5	6.337847e-07	8.907524e-07
ATP1A1	6.65599e-07	6.136991e-07
ATP1A2	0	1.458136e-06
ATP1A3	1.903971e-06	1.955837e-06
ATP1A4	1.664813e-06	2.4148e-06
ATP1B1	1.476291e-06	1.355177e-06
ATP1B2	2.298977e-06	1.638764e-06
ATP1B3	3.392101e-07	1.297422e-06
ATP1B4	1.130983e-06	2.041788e-06
ATP2A1	1.052297e-06	1.383302e-06
ATP2A2	2.531549e-06	4.521401e-07
ATP2A3	1.253482e-06	1.980573e-06
ATP2B1	9.238409e-07	8.883393e-07
ATP2B2	8.285361e-07	2.019896e-06
ATP2B3	1.470152e-06	2.993489e-06
ATP2B4	1.37701e-06	1.598811e-06
ATP2C1	1.45218e-06	1.944021e-06
ATP2C2	3.400386e-06	4.458667e-06
ATP4A	1.333354e-06	2.014474e-06
ATP4B	2.603132e-06	2.275783e-06
ATP5A1	1.884623e-06	1.038059e-06
ATP5B	1.56831e-06	8.446194e-07
ATP5C1	3.993374e-07	2.260551e-06
ATP5D	2.25292e-06	1.637239e-06
ATP5E	1.18048e-06	2.033082e-06
ATP5F1	0	1.382236e-06
ATP5G1	1.463052e-06	2.525153e-06
ATP5G2	1.851123e-06	1.463249e-06
ATP5G3	7.134016e-07	2.953243e-06
ATP5H	7.393256e-07	1.849115e-06
ATP5I	9.862371e-07	2.011836e-06
ATP5J	9.315007e-07	2.422728e-06
ATP5J2	2.163205e-06	1.268665e-06
ATP5L	1.574957e-06	1.445748e-06
ATP5L2	2.058129e-06	1.927443e-06
ATP5O	2.688773e-06	1.439775e-06
ATP5S	1.084341e-06	1.185297e-06
ATP5SL	1.706837e-06	1.523286e-06
ATP6AP1	1.735728e-06	1.595081e-06
ATP6AP1L	0	5.521153e-07
ATP6AP2	1.578766e-06	9.178545e-07
ATP6V0A1	1.543479e-06	1.072096e-06
ATP6V0A2	7.262961e-07	1.296382e-06
ATP6V0A4	1.436064e-06	2.869687e-06
ATP6V0B	1.058097e-06	1.241094e-06
ATP6V0C	2.055943e-06	1.509819e-06
ATP6V0D1	6.946963e-07	9.034132e-07
ATP6V0D2	1.778283e-06	4.080982e-06
ATP6V0E1	6.549953e-07	1.653464e-06
ATP6V0E2	1.119495e-06	1.943383e-06
ATP6V1A	2.120374e-06	9.041637e-07
ATP6V1B1	7.596181e-07	2.546119e-06
ATP6V1B2	8.319447e-07	1.218696e-06
ATP6V1C1	1.59167e-06	1.582847e-06
ATP6V1C2	1.102865e-06	1.856042e-06
ATP6V1D	7.710005e-07	1.690731e-06
ATP6V1E1	2.731022e-06	1.671313e-06
ATP6V1E2	1.720446e-06	1.447693e-06
ATP6V1F	2.313781e-06	1.769966e-06
ATP6V1G1	1.469779e-06	1.64902e-06
ATP6V1G2	7.256899e-07	2.220515e-06
ATP6V1G3	1.599259e-06	1.888131e-06
ATP6V1H	1.120126e-06	1.327381e-06
ATP7A	5.236862e-07	1.258397e-06
ATP7B	6.325537e-07	1.913936e-06
ATP8A1	2.150898e-06	1.669964e-06
ATP8A2	1.437802e-06	5.768197e-07
ATP8B1	9.295192e-07	1.670153e-06
ATP8B2	1.277542e-06	1.858446e-06
ATP8B3	2.295109e-06	1.619251e-06
ATP8B4	2.449341e-06	2.451856e-06
ATP9A	0	4.719155e-07
ATP9B	4.912631e-07	7.139513e-07
ATPAF1	1.43731e-06	2.336425e-06
ATPAF2	3.784009e-06	1.328011e-06
ATPBD4	4.592928e-07	3.120112e-06
ATPIF1	1.645259e-06	1.711653e-06
ATR	4.771513e-07	8.786586e-07
ATRIP	4.760541e-07	2.817043e-07
ATRN	5.970976e-07	1.520778e-06
ATRNL1	2.515901e-06	2.478431e-06
ATRX	9.532825e-07	2.556591e-06
ATXN1	9.968649e-07	3.714062e-06
ATXN10	6.426942e-07	2.036803e-06
ATXN1L	1.925197e-06	8.301366e-07
ATXN2	7.437012e-07	1.07627e-06
ATXN2L	1.457563e-06	1.324109e-06
ATXN3	8.854141e-07	1.896475e-06
ATXN3L	1.833249e-06	1.028408e-06
ATXN7	6.637092e-07	1.646525e-06
ATXN7L1	4.896531e-07	1.830357e-06
ATXN7L2	1.403086e-06	2.241956e-06
ATXN7L3	2.543124e-06	6.317079e-06
ATXN7L3B	2.059257e-06	1.92791e-06
AUH	1.805951e-06	1.79594e-06
AUP1	3.98076e-07	2.070701e-06
AURKA	1.884917e-06	2.553507e-06
AURKAIP1	1.504584e-06	1.427186e-06
AURKB	1.21149e-06	1.529137e-06
AURKC	3.687724e-06	3.795508e-06
AUTS2	4.083041e-07	1.310303e-06
AVEN	0	2.430826e-07
AVIL	7.455312e-07	1.543808e-06
AVL9	1.026763e-06	1.414615e-06
AVP	5.829983e-07	1.783897e-06
AVPI1	5.764475e-07	2.117182e-06
AVPR1A	1.795547e-06	4.166385e-06
AVPR1B	1.742301e-06	1.555004e-06
AVPR2	7.556968e-07	1.541554e-06
AWAT1	6.404222e-06	1.548443e-06
AWAT2	1.715652e-06	2.165487e-06
AXIN1	1.074373e-06	1.39237e-06
AXIN2	2.627879e-06	3.568799e-06
AXL	1.487937e-06	1.441748e-06
AZGP1	1.748981e-06	2.140659e-06
AZI1	1.052426e-06	1.413586e-06
AZI2	5.462265e-07	1.728346e-06
AZIN1	1.634681e-06	1.035877e-06
AZU1	1.715769e-06	1.911461e-06
B2M	1.366435e-06	2.247347e-06
B3GALNT1	1.57942e-06	1.852579e-06
B3GALNT2	1.104631e-06	2.615351e-06
B3GALT1	1.354168e-06	3.280329e-06
B3GALT2	8.300071e-07	3.508045e-07
B3GALT4	1.477295e-06	1.582114e-06
B3GALT5	1.896337e-06	3.766995e-06
B3GALT6	1.802245e-06	1.48314e-06
B3GALTL	1.499354e-06	1.350271e-06
B3GAT1	1.564513e-06	2.120046e-06
B3GAT2	8.253159e-07	2.714759e-06
B3GAT3	1.835378e-06	2.012404e-06
B3GNT1	1.603831e-06	0
B3GNT2	8.303082e-07	2.201882e-06
B3GNT3	1.251879e-06	1.472252e-06
B3GNT4	1.035049e-06	1.741911e-06
B3GNT5	0	2.556696e-07
B3GNT6	1.384052e-06	1.535193e-06
B3GNT7	1.473949e-06	2.500897e-06
B3GNT8	2.373818e-06	2.088276e-06
B3GNT9	4.82288e-07	1.41107e-06
