gene	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	r_x_X	r_n_N	r_nns_Nns	r_ns_Ns	r_nnc_Nnc	r_nsnc_Nsnc
WDR52	5868261	1451373	0	5	0	0	0	0	1451373	0	6.830943e-07	8.520412e-07	0	NaN	0
WDR53	1079456	312991	0	2	2	0	16	15	7172319	2.091374e-06	2.872641e-06	1.852785e-06	6.389960e-06	NaN	6.389960e-06
WDR54	1024373	310429	0	3	2	0	50	30	16526608	1.815255e-06	3.745874e-06	2.928621e-06	6.442697e-06	NaN	6.442697e-06
WDR55	1166564	339892	0	1	0	0	50	40	24283917	1.647181e-06	6.638096e-07	8.572183e-07	0	NaN	0
WDR59	3052623	824964	0	9	4	0	12	12	4793929	2.503166e-06	3.352600e-06	2.948284e-06	4.848696e-06	NaN	4.848696e-06
WDR5B	991494	280539	0	1	1	0	50	53	32139863	1.649042e-06	1.572286e-06	1.008579e-06	3.564567e-06	NaN	3.564567e-06
WDR6	3359209	1093547	0	1	0	0	5	1	4865238	2.055398e-07	2.245800e-07	2.976891e-07	0	NaN	0
WDR60	3360490	862967	0	8	0	0	3	2	2406572	8.310576e-07	1.894183e-06	2.380605e-06	0	NaN	0
WDR61	973133	254065	0	0	0	0	50	20	16518922	1.210733e-06	0	0	0	NaN	0
WDR62	4654727	1365973	0	7	3	0	50	24	21834645	1.099171e-06	1.660936e-06	1.503848e-06	2.196237e-06	NaN	2.196237e-06
WDR63	2859192	681492	0	3	0	0	2	2	1764364	1.133553e-06	8.472939e-07	1.049247e-06	0	NaN	0
WDR64	3427956	863394	0	2	0	0	8	2	3134180	6.381254e-07	4.660538e-07	5.834381e-07	0	NaN	0
WDR65	2145248	596092	0	0	0	0	1	0	700707	0	0	0	0	NaN	0
WDR66	3635051	965020	0	7	1	0	11	7	5142788	1.361129e-06	1.739104e-06	1.925695e-06	1.036248e-06	NaN	1.036248e-06
WDR67	3372446	838201	0	4	1	0	50	42	29646610	1.416688e-06	1.187466e-06	1.186083e-06	1.193031e-06	NaN	1.193031e-06
WDR69	1324127	338611	0	2	2	0	50	42	23078496	1.819876e-06	2.405671e-06	1.510429e-06	5.906483e-06	NaN	5.906483e-06
WDR7	4559506	1308755	0	6	1	0	3	2	3172183	6.304807e-07	1.192858e-06	1.315932e-06	7.640850e-07	NaN	7.640850e-07
WDR70	2085041	524356	0	9	2	0	22	18	10528539	1.709639e-06	4.215533e-06	4.316462e-06	3.814203e-06	NaN	3.814203e-06
WDR72	3434361	901824	0	9	7	0	15	30	4892566	6.131752e-06	3.689879e-06	2.620575e-06	7.762047e-06	NaN	7.762047e-06
WDR73	1156316	338611	0	1	1	0	16	15	7957145	1.885098e-06	1.337858e-06	8.648155e-07	2.953241e-06	NaN	2.953241e-06
WDR74	1193038	349286	0	0	0	0	50	20	28567581	7.000943e-07	0	0	0	NaN	0
WDR75	2637579	660996	0	0	0	0	8	3	3458273	8.674850e-07	0	0	0	NaN	0
WDR76	1943704	527345	0	3	0	0	50	22	19228237	1.144151e-06	1.214059e-06	1.543445e-06	0	NaN	0
WDR77	1061949	304878	0	2	1	0	50	33	19329436	1.707241e-06	2.194864e-06	1.883330e-06	3.280001e-06	NaN	3.280001e-06
WDR78	2712731	710101	0	3	2	0	4	6	2966369	2.022675e-06	1.460779e-06	1.105897e-06	2.816501e-06	NaN	2.816501e-06
WDR8	1429596	398391	0	0	0	0	50	94	47950819	1.960342e-06	0	0	0	NaN	0
WDR81	5719238	1869406	0	3	3	0	50	26	21082698	1.233239e-06	7.906551e-07	5.245454e-07	1.604788e-06	NaN	1.604788e-06
WDR82	996191	251503	0	1	0	0	50	47	26919361	1.745955e-06	8.014786e-07	1.003824e-06	0	NaN	0
WDR83	976976	288652	0	3	0	0	50	13	27971489	4.647590e-07	2.370365e-06	3.070700e-06	0	NaN	0
WDR85	1391593	390278	0	0	1	0	50	44	26636260	1.651884e-06	5.612079e-07	0	2.562276e-06	NaN	2.562276e-06
WDR86	1114470	359961	0	2	0	0	47	22	17502730	1.256947e-06	1.356455e-06	1.794575e-06	0	NaN	0
WDR87	8737701	2335263	0	0	0	0	1	1	2811795	3.556447e-07	0	0	0	NaN	0
WDR88	1474431	397110	0	4	1	0	50	62	23297120	2.661273e-06	2.671595e-06	2.712911e-06	2.518194e-06	NaN	2.518194e-06
WDR89	1178520	317688	0	2	0	0	50	35	31951556	1.095408e-06	1.336713e-06	1.697044e-06	0	NaN	0
WDR90	5273877	1655052	0	10	3	0	23	13	10226223	1.271242e-06	1.876192e-06	1.896138e-06	1.812632e-06	NaN	1.812632e-06
WDR91	2298968	649894	0	4	0	0	5	7	3364333	2.080650e-06	1.356455e-06	1.739911e-06	0	NaN	0
WDR92	1119167	295057	0	0	0	0	50	66	28727279	2.297468e-06	0	0	0	NaN	0
WDR93	2161047	561078	0	1	0	0	20	6	6906725	8.687185e-07	3.673601e-07	4.627387e-07	0	NaN	0
WDSUB1	1489803	394548	0	2	1	0	50	38	21984949	1.728455e-06	1.592060e-06	1.342459e-06	2.534546e-06	NaN	2.534546e-06
WDTC1	2100840	577731	0	4	2	0	50	44	23479022	1.874013e-06	2.240000e-06	1.904000e-06	3.461819e-06	NaN	3.461819e-06
WDYHV1	662277	155001	0	2	0	0	50	26	16417723	1.583654e-06	2.447148e-06	3.019884e-06	0	NaN	0
WEE1	1972740	564921	0	1	0	0	19	9	6905444	1.303320e-06	3.940637e-07	5.069092e-07	0	NaN	0
WEE2	1766499	472689	0	5	2	0	50	52	20284208	2.563571e-06	3.126133e-06	2.830457e-06	4.231112e-06	NaN	4.231112e-06
WFDC1	675941	204106	0	2	0	0	36	40	16718331	2.392583e-06	2.272606e-06	2.958838e-06	0	NaN	0
WFDC10A	247233	67893	0	1	0	0	26	5	13663573	3.659365e-07	3.173334e-06	4.044767e-06	0	NaN	0
WFDC10B	493612	99491	0	1	0	0	50	40	18691925	2.139962e-06	1.686048e-06	2.025883e-06	0	NaN	0
WFDC11	293776	59780	0	0	0	0	50	32	18975453	1.686389e-06	0	0	0	NaN	0
WFDC12	350567	92659	0	0	0	0	50	41	22692061	1.806799e-06	0	0	0	NaN	0
WFDC13	314699	61915	0	1	0	0	50	29	16828497	1.723267e-06	2.655239e-06	3.177640e-06	0	NaN	0
WFDC2	390278	106750	0	1	0	0	50	28	20559196	1.361921e-06	2.011959e-06	2.562276e-06	0	NaN	0
WFDC3	730597	191723	0	2	1	0	50	35	23307795	1.501644e-06	3.252667e-06	2.737487e-06	5.215858e-06	NaN	5.215858e-06
WFDC5	390278	104188	0	0	0	0	50	37	29695715	1.245971e-06	0	0	0	NaN	0
WFDC6	279685	67466	0	1	0	0	50	43	23104970	1.861071e-06	2.880591e-06	3.575451e-06	0	NaN	0
WFDC8	786107	177205	0	2	0	0	50	51	19182121	2.658726e-06	2.076171e-06	2.544183e-06	0	NaN	0
WFDC9	294630	66612	0	0	0	0	50	32	18893896	1.693669e-06	0	0	0	NaN	0
WFIKKN1	1601250	516243	0	3	1	0	50	31	23281748	1.331515e-06	1.889026e-06	1.873536e-06	1.937072e-06	NaN	1.937072e-06
WFIKKN2	1715259	507276	0	5	2	0	50	54	20946058	2.578051e-06	3.149557e-06	2.915012e-06	3.942627e-06	NaN	3.942627e-06
WFS1	2657221	806603	0	4	3	0	45	44	19611256	2.243609e-06	2.020888e-06	1.505332e-06	3.719302e-06	NaN	3.719302e-06
WHAMM	2442440	716506	0	1	1	0	50	48	25357395	1.892939e-06	6.331226e-07	4.094266e-07	1.395662e-06	NaN	1.395662e-06
WHSC1	4310992	1138382	0	8	1	0	18	5	8492603	5.887476e-07	1.651566e-06	1.855721e-06	8.784398e-07	NaN	8.784398e-07
WHSC1L1	4581710	1171261	0	5	2	0	50	51	30532208	1.670367e-06	1.216763e-06	1.091296e-06	1.707561e-06	NaN	1.707561e-06
WHSC2	1621319	505141	0	2	0	0	30	28	19494685	1.436289e-06	9.405303e-07	1.233564e-06	0	NaN	0
WIBG	655872	190869	0	1	0	0	50	31	19690251	1.574383e-06	1.180999e-06	1.524688e-06	0	NaN	0
WIF1	1196881	309575	0	2	1	0	50	102	31007459	3.289531e-06	1.991429e-06	1.671010e-06	3.230235e-06	NaN	3.230235e-06
WIPF1	1458205	514535	0	6	1	0	50	44	24318504	1.809322e-06	3.548364e-06	4.114648e-06	1.943502e-06	NaN	1.943502e-06
WIPF2	1285697	444934	0	6	0	0	0	0	444934	0	3.466944e-06	4.666729e-06	0	NaN	0
WIPF3	1392447	498309	0	2	0	0	50	28	24950891	1.122204e-06	1.057778e-06	1.436320e-06	0	NaN	0
WIPI1	1395009	386862	0	3	0	0	50	30	23335550	1.285592e-06	1.683624e-06	2.150524e-06	0	NaN	0
WIPI2	1447957	403088	0	1	0	0	50	34	24273242	1.400719e-06	5.402354e-07	6.906282e-07	0	NaN	0
WISP1	1121729	318115	0	4	1	0	50	47	21113869	2.226025e-06	3.472598e-06	3.565924e-06	3.143517e-06	NaN	3.143517e-06
WISP2	738283	241682	0	3	0	0	50	15	18879378	7.945177e-07	3.061334e-06	4.063482e-06	0	NaN	0
WISP3	1158878	297619	0	2	0	0	8	5	2978325	1.678796e-06	1.373158e-06	1.725807e-06	0	NaN	0
WIZ	2304946	786107	0	2	1	0	11	15	6638142	2.259668e-06	9.705430e-07	8.676993e-07	1.272091e-06	NaN	1.272091e-06
WLS	1830976	467138	0	2	3	0	39	33	13397979	2.463058e-06	2.175697e-06	1.092314e-06	6.422085e-06	NaN	6.422085e-06
WNK1	8516515	2703764	0	9	6	0	2	6	3241784	1.850833e-06	1.336865e-06	1.056770e-06	2.219129e-06	NaN	2.219129e-06
WNK2	6500648	2166598	0	7	3	0	1	4	2472757	1.617628e-06	1.153769e-06	1.076816e-06	1.384659e-06	NaN	1.384659e-06
WNK3	5512143	1521828	0	14	1	0	6	3	3728137	8.046915e-07	2.132508e-06	2.539847e-06	6.571045e-07	NaN	6.571045e-07
WNK4	3680313	1195173	0	13	2	0	16	10	8341872	1.198772e-06	3.076616e-06	3.532308e-06	1.673398e-06	NaN	1.673398e-06
WNT1	1087996	353129	0	1	0	0	5	6	3699528	1.621829e-06	6.939023e-07	9.191210e-07	0	NaN	0
WNT10A	1235738	386008	0	2	0	0	50	34	23496102	1.447049e-06	1.233239e-06	1.618466e-06	0	NaN	0
WNT10B	1155035	364231	0	0	0	0	5	2	2248155	8.896184e-07	0	0	0	NaN	0
WNT11	1066646	318115	0	1	0	0	50	43	22522969	1.909162e-06	7.221463e-07	9.375182e-07	0	NaN	0
WNT16	1187060	323239	0	2	0	0	50	70	26773327	2.614542e-06	1.324241e-06	1.684835e-06	0	NaN	0
WNT2	1111481	296338	0	2	1	0	50	45	20485752	2.196649e-06	2.130956e-06	1.799401e-06	3.374525e-06	NaN	3.374525e-06
WNT2B	1292529	402234	0	0	0	0	50	36	24609718	1.462837e-06	0	0	0	NaN	0
WNT3	1079456	309148	0	3	2	0	3	7	1719956	4.069872e-06	3.600739e-06	2.779178e-06	6.469393e-06	NaN	6.469393e-06
WNT3A	1068781	305732	0	1	2	0	7	3	3345545	8.967149e-07	2.182591e-06	9.356454e-07	6.541677e-06	NaN	6.541677e-06
WNT4	1061095	312137	0	2	0	0	35	18	16178603	1.112581e-06	1.456418e-06	1.884845e-06	0	NaN	0
WNT5A	1168272	316407	0	3	1	0	50	32	23506350	1.361334e-06	2.694185e-06	2.567895e-06	3.160486e-06	NaN	3.160486e-06
WNT5B	1095255	308721	0	0	1	0	50	30	21344449	1.405518e-06	7.122629e-07	0	3.239171e-06	NaN	3.239171e-06
WNT6	1063657	358253	0	1	2	0	7	8	3042802	2.629156e-06	2.109838e-06	9.401527e-07	5.582647e-06	NaN	5.582647e-06
WNT7A	1063657	296765	0	1	2	0	9	10	3184566	3.140145e-06	2.205198e-06	9.401527e-07	6.739339e-06	NaN	6.739339e-06
WNT7B	1061095	299327	0	1	0	0	34	23	15313928	1.501901e-06	7.350660e-07	9.424227e-07	0	NaN	0
WNT8A	1099952	280966	0	2	3	0	0	3	280966	1.067745e-05	3.620780e-06	1.818261e-06	1.067745e-05	NaN	1.067745e-05
WNT8B	1064511	313845	0	3	1	0	50	31	21677509	1.430054e-06	2.902008e-06	2.818195e-06	3.186286e-06	NaN	3.186286e-06
WNT9A	1086715	340319	0	3	1	0	50	32	21067326	1.518940e-06	2.803017e-06	2.760613e-06	2.938420e-06	NaN	2.938420e-06
WNT9B	1056825	336903	0	2	0	0	22	12	6929356	1.731763e-06	1.435000e-06	1.892461e-06	0	NaN	0
WRAP53	1670851	496601	0	0	2	0	50	42	19883255	2.112330e-06	9.227425e-07	0	4.027378e-06	NaN	4.027378e-06
WRB	551257	144326	0	1	0	0	50	29	21206955	1.367476e-06	1.437643e-06	1.814036e-06	0	NaN	0
WRN	4561214	1120021	0	8	0	0	4	1	2816919	3.549978e-07	1.408145e-06	1.753919e-06	0	NaN	0
WRNIP1	1992382	597800	0	1	0	0	5	0	2067107	0	3.860733e-07	5.019118e-07	0	NaN	0
WSB1	1313452	349286	0	4	0	0	1	0	428281	0	2.405671e-06	3.045410e-06	0	NaN	0
WSB2	1250683	349286	0	2	0	0	50	16	23392341	6.839846e-07	1.250024e-06	1.599126e-06	0	NaN	0
WSCD1	1724226	525210	0	1	1	0	50	78	25773720	3.026338e-06	8.891118e-07	5.799704e-07	1.904000e-06	NaN	1.904000e-06
WSCD2	1727642	483364	0	7	4	0	10	10	4537729	2.203746e-06	4.975111e-06	4.051765e-06	8.275337e-06	NaN	8.275337e-06
WT1	1588867	447923	0	3	1	0	50	67	26023942	2.574552e-06	1.963875e-06	1.888138e-06	2.232527e-06	NaN	2.232527e-06
WTAP	1243424	320677	0	5	1	0	42	27	18924640	1.426711e-06	3.836069e-06	4.021154e-06	3.118403e-06	NaN	3.118403e-06
WTIP	1261785	430416	0	1	0	0	50	39	23344090	1.670658e-06	5.909463e-07	7.925280e-07	0	NaN	0
WWC1	3440766	978684	0	7	4	0	3	9	2389492	3.766491e-06	2.488997e-06	2.034431e-06	4.087121e-06	NaN	4.087121e-06
WWC2	3687999	1009428	0	3	0	0	8	0	3986472	0	6.386475e-07	8.134492e-07	0	NaN	0
WWC3	3323768	989359	0	5	0	0	5	3	2495815	1.202012e-06	1.159252e-06	1.504317e-06	0	NaN	0
WWOX	1339499	373198	0	5	0	0	14	13	3950177	3.290992e-06	2.919372e-06	3.732739e-06	0	NaN	0
WWP1	2925377	739564	0	5	2	0	27	24	11235651	2.136058e-06	1.909990e-06	1.709181e-06	2.704296e-06	NaN	2.704296e-06
WWP2	2725541	742126	0	4	1	0	50	30	26716536	1.122900e-06	1.441892e-06	1.467599e-06	1.347480e-06	NaN	1.347480e-06
WWTR1	1225490	346297	0	2	0	0	35	22	12987632	1.693919e-06	1.272437e-06	1.632000e-06	0	NaN	0
XAB2	2648681	738283	0	6	2	0	50	37	20535284	1.801777e-06	2.361997e-06	2.265278e-06	2.708988e-06	NaN	2.708988e-06
XAF1	959896	231434	0	1	2	0	2	3	1067073	2.811429e-06	2.518194e-06	1.041780e-06	8.641773e-06	NaN	8.641773e-06
XAGE1A	1564955	202825	0	0	0	0	50	94	47755253	1.968370e-06	0	0	0	NaN	0
XAGE1B	1564955	202825	0	0	0	0	50	94	47755253	1.968370e-06	0	0	0	NaN	0
XAGE1C	1564955	202825	0	0	0	0	50	94	47755253	1.968370e-06	0	0	0	NaN	0
XAGE1D	1564955	202825	0	0	0	0	50	94	47755253	1.968370e-06	0	0	0	NaN	0
XAGE1E	1564955	202825	0	0	0	0	50	94	47755253	1.968370e-06	0	0	0	NaN	0
XAGE2	700280	172081	0	0	0	0	50	94	47724509	1.969638e-06	0	0	0	NaN	0
XAGE2B	700280	172081	0	0	0	0	50	94	47724509	1.969638e-06	0	0	0	NaN	0
XAGE3	360815	92659	0	0	0	0	50	27	19849522	1.360234e-06	0	0	0	NaN	0
XAGE5	354837	87108	0	3	0	0	50	34	25057214	1.356895e-06	6.788175e-06	8.454586e-06	0	NaN	0
XBP1	1225063	280112	0	1	0	0	50	16	19291860	8.293653e-07	6.643746e-07	8.162846e-07	0	NaN	0
XCL1	348432	106323	0	0	1	0	20	14	7509649	1.864268e-06	2.198986e-06	0	9.405303e-06	NaN	9.405303e-06
XCL2	348005	106750	0	0	0	0	50	53	21544712	2.460000e-06	0	0	0	NaN	0
XCR1	979111	309575	0	2	2	0	50	47	18133409	2.591901e-06	3.103937e-06	2.042669e-06	6.460470e-06	NaN	6.460470e-06
XDH	4141900	1166564	0	4	3	0	43	20	15975778	1.251895e-06	1.318649e-06	9.657404e-07	2.571655e-06	NaN	2.571655e-06
XG	652883	155428	0	0	0	0	50	40	22267623	1.796330e-06	0	0	0	NaN	0
XIAP	1552572	391986	0	2	1	0	50	32	15605569	2.050550e-06	1.542767e-06	1.288185e-06	2.551112e-06	NaN	2.551112e-06
XIRP1	5366963	1724653	0	12	6	0	38	38	20136466	1.887124e-06	2.538208e-06	2.235901e-06	3.478961e-06	NaN	3.478961e-06
XIRP2	12463703	3208051	0	50	10	0	1	10	3337005	2.996699e-06	3.828544e-06	4.011649e-06	3.117157e-06	NaN	3.117157e-06
XK	1332240	390705	0	2	2	0	31	30	11677596	2.569022e-06	2.321606e-06	1.501231e-06	5.118952e-06	NaN	5.118952e-06
XKR3	1412943	370209	0	11	2	0	42	83	22626730	3.668228e-06	7.290461e-06	7.785169e-06	5.402354e-06	NaN	5.402354e-06
XKR4	1935164	579439	0	12	3	0	0	3	579439	5.177422e-06	5.965156e-06	6.201025e-06	5.177422e-06	NaN	5.177422e-06
XKR5	2050881	621285	0	2	0	0	50	29	24026009	1.207025e-06	7.484565e-07	9.751907e-07	0	NaN	0
XKR6	1882643	597373	0	2	2	0	42	35	17842195	1.961642e-06	1.612893e-06	1.062336e-06	3.347992e-06	NaN	3.347992e-06
XKR7	1672132	567056	0	4	2	0	50	41	21732165	1.886604e-06	2.679543e-06	2.392156e-06	3.526989e-06	NaN	3.526989e-06
XKR8	1136674	397964	0	1	0	0	50	35	27743898	1.261539e-06	6.516195e-07	8.797597e-07	0	NaN	0
XKR9	1151192	296338	0	2	1	0	50	33	23307368	1.415861e-06	2.072496e-06	1.737330e-06	3.374525e-06	NaN	3.374525e-06
XKRX	1350174	389424	0	7	0	0	15	7	6106100	1.146395e-06	4.023918e-06	5.184517e-06	0	NaN	0
XKRY	706258	200690	0	0	0	0	50	94	47753118	1.968458e-06	0	0	0	NaN	0
XKRY2	706258	200690	0	0	0	0	50	94	47753118	1.968458e-06	0	0	0	NaN	0
XPA	866810	211792	0	1	0	0	50	29	20143725	1.439654e-06	9.271260e-07	1.153655e-06	0	NaN	0
XPC	1830976	515816	0	1	1	0	50	32	22972600	1.392964e-06	8.522272e-07	5.461568e-07	1.938676e-06	NaN	1.938676e-06
XPNPEP1	2106818	558943	0	1	0	0	50	46	23426074	1.963624e-06	3.751274e-07	4.746494e-07	0	NaN	0
XPNPEP2	2116639	579866	0	3	1	0	50	28	21976409	1.274094e-06	1.483402e-06	1.417341e-06	1.724536e-06	NaN	1.724536e-06
XPNPEP3	1567517	433405	0	5	0	0	50	46	31218824	1.473470e-06	2.498848e-06	3.189758e-06	0	NaN	0
XPO1	3415573	827099	0	5	2	0	50	36	21370496	1.684565e-06	1.649904e-06	1.463883e-06	2.418090e-06	NaN	2.418090e-06
XPO4	3590643	951783	0	4	2	0	50	34	23704051	1.434354e-06	1.320880e-06	1.114007e-06	2.101319e-06	NaN	2.101319e-06
XPO5	3776815	1012844	0	4	0	0	8	1	3494141	2.861934e-07	8.351325e-07	1.059093e-06	0	NaN	0
XPO6	3483039	962031	0	3	1	0	29	22	17449782	1.260761e-06	8.998733e-07	8.613168e-07	1.039468e-06	NaN	1.039468e-06
XPO7	3459127	929579	0	4	2	0	4	2	1384334	1.444738e-06	1.367146e-06	1.156361e-06	2.151512e-06	NaN	2.151512e-06
XPOT	3038105	785680	0	6	0	0	23	7	8658706	8.084349e-07	1.569126e-06	1.974915e-06	0	NaN	0
XPR1	2169160	581147	0	6	1	0	31	14	13815585	1.013348e-06	2.545170e-06	2.766048e-06	1.720735e-06	NaN	1.720735e-06
XRCC1	1959503	561505	0	3	0	0	4	3	1725507	1.738619e-06	1.190000e-06	1.531000e-06	0	NaN	0
XRCC2	862967	229726	0	1	0	0	50	40	21229586	1.884163e-06	9.151701e-07	1.158793e-06	0	NaN	0
XRCC3	1029070	335195	0	0	1	0	50	43	25227587	1.704483e-06	7.329954e-07	0	2.983338e-06	NaN	2.983338e-06
XRCC4	1070916	260043	0	4	1	0	50	36	25594380	1.406559e-06	3.756690e-06	3.735120e-06	3.845518e-06	NaN	3.845518e-06
XRCC5	2341668	577731	0	4	0	0	16	5	5523245	9.052649e-07	1.370145e-06	1.708184e-06	0	NaN	0
XRCC6	1924489	481229	0	3	1	0	50	33	26051270	1.266733e-06	1.662705e-06	1.558855e-06	2.078013e-06	NaN	2.078013e-06
XRCC6BP1	778848	198555	0	0	0	0	50	24	21961037	1.092845e-06	0	0	0	NaN	0
XRN1	5415214	1357433	0	7	3	0	9	10	4477949	2.233165e-06	1.476528e-06	1.292654e-06	2.210054e-06	NaN	2.210054e-06
XRN2	3056039	749812	0	7	1	0	50	45	25685331	1.751973e-06	2.102027e-06	2.290547e-06	1.333668e-06	NaN	1.333668e-06
XRRA1	2436462	698145	0	3	1	0	10	9	6194916	1.452804e-06	1.276077e-06	1.231294e-06	1.432367e-06	NaN	1.432367e-06
XYLB	1693482	462441	0	3	0	0	7	5	3864777	1.293736e-06	1.391515e-06	1.771498e-06	0	NaN	0
XYLT1	2885239	862967	0	8	2	0	50	34	18275600	1.860404e-06	2.667943e-06	2.772734e-06	2.317586e-06	NaN	2.317586e-06
XYLT2	2572675	806603	0	1	0	0	0	0	806603	0	2.959212e-07	3.887005e-07	0	NaN	0
YAF2	566629	146888	0	3	0	0	50	51	29147020	1.749750e-06	4.204525e-06	5.294470e-06	0	NaN	0
YAP1	1546594	450485	0	2	0	0	48	23	20938372	1.098462e-06	1.001463e-06	1.293164e-06	0	NaN	0
YARS	1642242	452193	0	2	0	0	39	18	11520033	1.562496e-06	9.549115e-07	1.217847e-06	0	NaN	0
YARS2	1421910	438102	0	5	0	0	50	11	22588300	4.869778e-07	2.688155e-06	3.516397e-06	0	NaN	0
YBX1	1001315	283528	0	1	0	0	50	45	23925237	1.880859e-06	7.783052e-07	9.986867e-07	0	NaN	0
YBX2	1076467	369782	0	1	0	0	50	32	27903596	1.146806e-06	6.914439e-07	9.289648e-07	0	NaN	0
YDJC	935984	332206	0	2	0	0	50	26	19966947	1.302152e-06	1.577051e-06	2.136789e-06	0	NaN	0
YEATS2	4335758	1286551	0	9	2	0	34	18	13585005	1.324990e-06	1.956492e-06	2.075762e-06	1.554544e-06	NaN	1.554544e-06
YEATS4	733159	173789	0	0	0	0	50	30	25545702	1.174366e-06	0	0	0	NaN	0
YES1	1699033	447923	0	2	0	0	50	27	16526608	1.633729e-06	9.315515e-07	1.177140e-06	0	NaN	0
YIF1A	892430	275842	0	1	0	0	50	32	20086934	1.593075e-06	8.559650e-07	1.120536e-06	0	NaN	0
YIF1B	1062376	317261	0	1	1	0	18	11	12562767	8.756033e-07	1.449657e-06	9.412863e-07	3.151979e-06	NaN	3.151979e-06
YIPF1	961177	264740	0	0	0	0	50	35	24494855	1.428871e-06	0	0	0	NaN	0
YIPF2	963312	301035	0	0	1	0	50	24	21498596	1.116352e-06	7.909221e-07	0	3.321873e-06	NaN	3.321873e-06
YIPF3	1064938	324947	0	1	1	0	50	34	23988006	1.417375e-06	1.438968e-06	9.390218e-07	3.077425e-06	NaN	3.077425e-06
YIPF4	746396	220759	0	0	0	0	50	28	18401565	1.521610e-06	0	0	0	NaN	0
YIPF5	804895	212219	0	2	0	0	50	9	27220396	3.306344e-07	1.966348e-06	2.484796e-06	0	NaN	0
YIPF6	734867	209230	0	0	0	0	50	31	22900010	1.353711e-06	0	0	0	NaN	0
YIPF7	872361	238266	0	4	2	0	7	19	4111583	4.621091e-06	5.402354e-06	4.585258e-06	8.393980e-06	NaN	8.393980e-06
YJEFN3	894138	294630	0	0	0	0	50	56	24887695	2.250108e-06	0	0	0	NaN	0
YKT6	625982	169519	0	1	1	0	50	42	23650676	1.775848e-06	2.514139e-06	1.597490e-06	5.899044e-06	NaN	5.899044e-06
YLPM1	6489119	1864282	0	11	2	0	11	5	6045466	8.270661e-07	1.556252e-06	1.695145e-06	1.072799e-06	NaN	1.072799e-06
YME1L1	2425360	646478	0	3	3	0	20	15	6685966	2.243505e-06	1.953228e-06	1.236930e-06	4.640529e-06	NaN	4.640529e-06
YOD1	1035048	313845	0	4	1	0	50	35	19641573	1.781935e-06	3.706743e-06	3.864555e-06	3.186286e-06	NaN	3.186286e-06
YPEL1	384727	91805	0	0	0	0	50	39	26371947	1.478844e-06	0	0	0	NaN	0
YPEL2	382165	94367	0	0	0	0	50	32	18115475	1.766446e-06	0	0	0	NaN	0
YPEL3	486780	135786	0	1	0	0	50	45	23338966	1.928106e-06	1.606255e-06	2.054316e-06	0	NaN	0
YPEL4	403942	103334	0	0	0	0	50	53	19771808	2.680584e-06	0	0	0	NaN	0
YPEL5	372771	106323	0	1	0	0	50	32	17120992	1.869051e-06	2.087273e-06	2.682612e-06	0	NaN	0
YRDC	817705	281393	0	2	1	0	50	22	19793158	1.111495e-06	2.729511e-06	2.445870e-06	3.553749e-06	NaN	3.553749e-06
YSK4	4103470	1052555	0	15	6	0	3	7	2245166	3.117810e-06	4.072905e-06	3.655443e-06	5.700415e-06	NaN	5.700415e-06
YTHDC1	2300249	579439	0	6	0	0	50	7	27513745	2.544183e-07	2.083559e-06	2.608413e-06	0	NaN	0
YTHDC2	4457026	1196027	0	5	1	0	24	12	12460287	9.630597e-07	1.061373e-06	1.121824e-06	8.361015e-07	NaN	8.361015e-07
YTHDF1	1702022	470554	0	3	1	0	50	25	16791348	1.488862e-06	1.841132e-06	1.762609e-06	2.125155e-06	NaN	2.125155e-06
YTHDF2	1762229	492331	0	3	0	0	0	0	492331	0	1.330637e-06	1.702389e-06	0	NaN	0
YTHDF3	1786995	484218	0	5	0	0	28	30	16829351	1.782600e-06	2.201467e-06	2.797993e-06	0	NaN	0
YWHAB	782264	192577	0	2	0	0	50	35	22377362	1.564081e-06	2.051617e-06	2.556682e-06	0	NaN	0
YWHAE	804895	204533	0	2	1	0	8	7	3062017	2.286075e-06	2.971980e-06	2.484796e-06	4.889187e-06	NaN	4.889187e-06
YWHAG	754936	203252	0	0	2	0	4	2	870226	2.298254e-06	2.087273e-06	0	9.840002e-06	NaN	9.840002e-06
YWHAH	751520	202825	0	2	0	0	50	7	26266905	2.664950e-07	2.095678e-06	2.661273e-06	0	NaN	0
YWHAQ	770308	200690	0	1	0	0	50	22	20293175	1.084108e-06	1.029868e-06	1.298182e-06	0	NaN	0
YWHAZ	778421	192577	0	2	1	0	50	33	19894784	1.658726e-06	3.089605e-06	2.569304e-06	5.192728e-06	NaN	5.192728e-06
YY1	1261358	353983	0	3	1	0	50	36	20277803	1.775340e-06	2.476257e-06	2.378389e-06	2.824994e-06	NaN	2.824994e-06
YY1AP1	2475746	717787	0	4	1	0	8	5	3519761	1.420551e-06	1.565664e-06	1.615675e-06	1.393171e-06	NaN	1.393171e-06
YY2	1128134	305305	0	4	1	0	50	45	25846310	1.741061e-06	3.488115e-06	3.545678e-06	3.275413e-06	NaN	3.275413e-06
ZACN	1248121	382592	0	2	1	0	50	54	26306616	2.052716e-06	1.839686e-06	1.602409e-06	2.613750e-06	NaN	2.613750e-06
